105327432,7.51E+17
105327432,8.72E+17
105327432,8.85E+17
1053301,103078922
1053301,14097750
1053301,15099054
1053301,167771431
1053301,18188324
1053301,19936673
1053301,794238
1053301,971454026
1.05E+18,1415615316
1.05E+18,14163474
1.05E+18,20043573
1.05E+18,200876111
1.05E+18,6770022
1.05E+18,2154834542
1.05E+18,21591048
1.06E+18,1.08E+18
1.06E+18,1631407460
1.06E+18,365724948
1.06E+18,7.67E+17
1.06E+18,8.23E+17
1.06E+18,8.94E+17
1.06E+18,95144774
105677153,19367849
105677153,22662550
105677153,304646849
1.06E+18,1.26E+18
1.06E+18,1.26E+18
1.06E+18,1.28E+18
1.06E+18,41043734
1.06E+18,592710370
1.06E+18,9.75E+17
1058520120,150078976
1058520120,16160352
1058520120,16513335
1058520120,242555999
1058520120,247334603
1058520120,467823431
1058520120,65707359
1058520120,7.99E+17
1058520120,8.07E+17
1058520120,89820928
1058520120,92186819
1.06E+18,1124375143
1.06E+18,18590012
1.06E+18,236617847
1.06E+18,38452560
1.06E+18,637321201
1.06E+18,66858922
1.06E+18,817903729
1.06E+18,996083906
1.06E+18,122104353
1.06E+18,1949194382
1.06E+18,29079848
105939814,2592325153
105939814,279036722
105966714,16149614
105966714,19734832
105966714,26138276
105966714,2715822396
105966714,346082172
105966714,473531287
105966714,52379394
105966714,64266590
105966714,99297884
1060578475,137295176
1060578475,140955302
1060578475,69080476
1060995318,1099347847
1060995318,17448662
1060995318,19367849
1060995318,19731326
1060995318,202709969
1060995318,304646849
1060995318,473906942
1060995318,562833413
1060995318,91368152
1060995318,9811762
106115722,16538186
106115722,19307731
106115722,21007962
106115722,26116456
106115722,3319634517
106115722,382146121
106115722,48363858
106115722,8859092
106136813,1.06E+18
106136813,122104353
106136813,15630931
106136813,1949194382
106136813,29079848
106136813,3047392319
106136813,323968570
106136813,464694427
106136813,475275997
106136813,8.19E+17
1.06E+18,101915305
1.06E+18,1.18E+18
1.06E+18,118898181
1.06E+18,151228902
1.06E+18,1638144895
1.06E+18,1920604213
1.06E+18,63930382
1.06E+18,69432016
1.06E+18,832436580
1.06E+18,8.95E+17
1.06E+18,168457900
1.06E+18,312757601
1.06E+18,333464599
1.06E+18,390687940
1.06E+18,55031092
1.06E+18,7.20E+17
1.06E+18,9.25E+17
1.06E+18,9.37E+17
1.06E+18,1.08E+18
1.06E+18,17836882
1.06E+18,234400240
1.06E+18,2437546892
1.06E+18,3144074117
1.06E+18,357894926
1.06E+18,84429488
1.06E+18,907144981
1.06E+18,93059585
1.06E+18,157406246
1.06E+18,930501235
1066151600,10809412
1066151600,3092104835
1066151600,51848919
1066151600,97114171
1.07E+18,105050227
1.07E+18,1.15E+18
1.07E+18,1.28E+18
1.07E+18,16116288
1.07E+18,23103351
1.07E+18,31855526
1.07E+18,2367611173
1.07E+18,3289440085
1.07E+18,7.87E+17
1.07E+18,9.89E+17
1.07E+18,1.16E+18
1.07E+18,1.34E+18
1.07E+18,2332044398
1.07E+18,2746201614
1.07E+18,3300990390
1.07E+18,449088572
1.07E+18,8.68E+17
1.07E+18,9.28E+17
1.07E+18,9.53E+17
1.07E+18,9.81E+17
1.07E+18,1.20E+18
1.07E+18,302100980
1.07E+18,311079766
1.07E+18,319272601
1.07E+18,7.43E+17
1.07E+18,8.09E+17
106764592,24618825
106764592,289498966
106764592,41626387
106764592,52770751
106764592,769985096
106764592,78645110
106764592,88065862
106789371,7452872
106789371,8040282
1067955314,171409557
1067955314,368447286
1067955314,61454352
1067955314,81253902
106808348,1.03E+18
106808348,110827653
106808348,1.27E+18
106808348,171231974
106808348,227639912
106808348,262041062
106808348,37981933
106808348,564814516
106808348,88376643
106808348,92372285
1068481578,1.08E+18
1068481578,1.21E+18
1068481578,14984637
1068481578,16538186
1068481578,19726613
1068481578,278124059
1068481578,515822213
1068481578,7429102
1068481578,8859092
10685542,14296157
10685542,15304100
10685542,33517296
10685542,40010656
1069059476,1176527791
1069059476,16329426
1069059476,16453340
1069059476,16469116
1069059476,1851857544
1069059476,267283006
1069059476,463908071
1069059476,56463517
1.07E+18,1.06E+18
1.07E+18,139936969
1.07E+18,1.42E+18
1.07E+18,216202132
1.07E+18,347265384
1.07E+18,8.76E+17
1.07E+18,9.21E+17
1.07E+18,3042737904
1.07E+18,3058232966
1.07E+18,7.78E+17
1071994050,14584903
1071994050,266964240
1071994050,30725017
1071994050,387170537
1071994050,40965357
1071994050,50848090
1071994050,520341709
1071994050,610388842
1.07E+18,1.06E+18
1.07E+18,1.17E+18
1.07E+18,1221534859
1.07E+18,2778685046
1.07E+18,2862321934
1.07E+18,524626890
1.07E+18,9.36E+17
10720622,18261728
10720622,1871673438
10720622,30346936
10720622,40296465
10720622,468665640
1072467470,1.35E+18
1072467470,150078976
1072467470,16160352
1072467470,435232010
1072467470,8.07E+17
1072467470,9.30E+17
1.07E+18,1.10E+18
1.07E+18,1.11E+18
1.07E+18,111701361
1.07E+18,113250460
1.07E+18,187898038
1.07E+18,288890759
1.07E+18,561955921
1.07E+18,977445481
1.07E+18,1.15E+18
1.07E+18,171647297
1.07E+18,2240029705
1.07E+18,3246736140
1.07E+18,3388808835
1.07E+18,3417597622
1.07E+18,69395620
1.07E+18,9.91E+17
1.07E+18,1.00E+18
1.07E+18,1.19E+18
1.07E+18,15801906
1.07E+18,16606569
1.07E+18,9.26E+17
107346436,204748499
107346436,294402379
107346436,30761456
107346436,409115385
107346436,635617330
107346436,7.12E+17
107346436,76417139
1074518754,1206227149
1074518754,139568810
1074518754,16544024
1074518754,17506198
1074518754,19925191
1074518754,22669526
1074518754,234896532
1074518754,27078238
1074518754,494263580
1074518754,540973577
107463885,103656564
107463885,14764240
107463885,17006036
107463885,20269254
107463885,411194625
107463885,50310311
107463885,54096130
107463885,63136498
1074644910,1071994050
1074644910,1336028197
1074644910,21249970
1074644910,235086193
1074644910,2393952127
1074644910,492586313
1074644910,606625312
107476570,1.27E+18
107476570,1531564633
107476570,243177947
107476570,28340432
107476570,395103517
107476570,40733834
107476570,504370522
107476570,9679302
107607564,1471169582
107607564,18785182
107607564,23773465
107607564,26103029
107607564,46326721
1078304563,108338444
1078304563,158901399
1078304563,19168328
1078304563,20873135
1078304563,2161601605
1078304563,27481883
1078304563,27789237
1078304563,4675061922
1.08E+18,102071743
1.08E+18,1.08E+18
1.08E+18,1.08E+18
1.08E+18,236511574
1.08E+18,2970279814
1.08E+18,76456274
1.08E+18,860715570
1.08E+18,1.35E+18
1.08E+18,435232010
1.08E+18,467823431
1.08E+18,73754019
1.08E+18,7.99E+17
1.08E+18,8.07E+17
1.08E+18,104198706
1.08E+18,1.08E+18
1.08E+18,172858784
1.08E+18,19471123
1.08E+18,2962868158
1.08E+18,49957245
1.08E+18,7429102
1.08E+18,78445977
1.08E+18,1.06E+18
1.08E+18,1.35E+18
1.08E+18,1631407460
1.08E+18,174937652
1.08E+18,365724948
1.08E+18,8.23E+17
1.08E+18,8.94E+17
1.08E+18,9.11E+17
1.08E+18,95144774
1.08E+18,2334732225
1.08E+18,23563830
1.08E+18,2494186513
1.08E+18,595174584
1.08E+18,7.83E+17
1.08E+18,8.31E+17
1080509366,1.08E+18
1080509366,1.08E+18
1080509366,247334603
1080509366,66804351
1.08E+18,1.08E+18
1.08E+18,281765208
1.08E+18,4270724112
1.08E+18,66804351
1.08E+18,9.74E+17
1.08E+18,9.78E+17
1080590996,312757601
1080590996,55031092
1080590996,7.20E+17
1.08E+18,1.07E+18
1.08E+18,3058232966
1.08E+18,7.78E+17
1.08E+18,9.51E+17
1080667406,47855309
1080667406,78970944
1.08E+18,1.35E+18
1.08E+18,158426909
1.08E+18,16129920
1.08E+18,247486443
1.08E+18,382685028
1.08E+18,8.07E+17
1.08E+18,8.16E+17
1.08E+18,1.08E+18
1.08E+18,1.35E+18
1.08E+18,1.36E+18
1.08E+18,1403424932
1.08E+18,36424664
1.08E+18,567508925
1.08E+18,8.50E+17
1.08E+18,1.35E+18
1.08E+18,26273230
1.08E+18,8.17E+17
1.08E+18,9.95E+17
1.08E+18,1.13E+18
1.08E+18,1.16E+18
1.08E+18,1.24E+18
1.08E+18,1.26E+18
1.08E+18,1.41E+18
1.08E+18,1.46E+18
1.08E+18,2656907018
1.08E+18,465194634
108338444,102179167
108338444,2766868843
1.08E+18,1.08E+18
1.08E+18,1.08E+18
1.08E+18,1.08E+18
1.08E+18,17026589
1.08E+18,20790580
1.08E+18,45550693
1.08E+18,66804351
1.08E+18,8.72E+17
1.08E+18,1.06E+18
1.08E+18,234400240
1.08E+18,357894926
1.08E+18,47437206
1.08E+18,84429488
1.08E+18,907144981
1.08E+18,1068481578
1.08E+18,1.21E+18
1.08E+18,14984637
1.08E+18,16538186
1.08E+18,16952739
1.08E+18,17872871
1.08E+18,20605217
1.08E+18,23085284
1.08E+18,382146121
1.08E+18,8859092
1.08E+18,1134116220
1.08E+18,1.23E+18
1.08E+18,1477971038
1.08E+18,181615746
1.08E+18,24874881
1.08E+18,7.69E+17
1.08E+18,8.85E+17
1.08E+18,98802509
1.08E+18,14823126
1.08E+18,19137889
1.08E+18,469350610
1.08E+18,79236938
1.08E+18,8.45E+17
1.08E+18,9.00E+17
1.08E+18,9.41E+17
1.08E+18,9.75E+17
1.08E+18,9.98E+17
1.08E+18,1.08E+18
1.08E+18,1102924608
1.08E+18,1.13E+18
1.08E+18,71652085
1.08E+18,1.08E+18
1.08E+18,1.09E+18
1.08E+18,1102924608
1.08E+18,45550693
1.08E+18,8999792
1.08E+18,9.95E+17
1.08E+18,13678962
1.08E+18,14222586
1.08E+18,160238844
1.08E+18,1683515731
1.08E+18,21309210
1.08E+18,2300278368
1.08E+18,27040663
1.08E+18,5692542
1.09E+18,1.14E+18
1.09E+18,17762040
1.09E+18,249385348
1.09E+18,25209196
1.09E+18,47855309
1.09E+18,508283667
1.09E+18,53542264
1.09E+18,764714010
1.09E+18,78970944
1.09E+18,981293396
1.09E+18,1.15E+18
1.09E+18,400181671
1.09E+18,564511791
1.09E+18,6323932
1.09E+18,66214850
1.09E+18,7.03E+17
1.09E+18,8.78E+17
1.09E+18,9.97E+17
1.09E+18,1.10E+18
1.09E+18,1152090697
1.09E+18,138044189
1.09E+18,1932874392
1.09E+18,275709682
1.09E+18,32441880
1.09E+18,528767438
1.09E+18,55640423
1.09E+18,787750088
1.09E+18,1.00E+18
1.09E+18,1.14E+18
1.09E+18,1.27E+18
1.09E+18,18382184
1.09E+18,21059255
1.09E+18,3103505578
1.09E+18,73754019
1.09E+18,7.68E+17
1.09E+18,8.92E+17
1088525802,17067118
1088525802,250518234
1088525802,40296465
1088525802,43314461
1088525802,472948434
1088525802,47358070
1088525802,63162503
1088525802,8958852
1089597794,1.28E+18
1089597794,18245880
1089597794,204468991
1089597794,80623675
10904832,133033883
10904832,14994676
10904832,214337395
10904832,331816614
10904832,66533920
109143439,16005250
109143439,1859566374
1.09E+18,1236507698
1.09E+18,1.32E+18
1.09E+18,15044945
1.09E+18,228605295
1.09E+18,34925644
1.09E+18,429485301
1.09E+18,7.41E+17
1.09E+18,89601437
1.09E+18,9.43E+17
1092848149,101915305
1092848149,1.24E+18
1092848149,151228902
1092848149,1638144895
1092848149,1920604213
1092848149,307217724
1092848149,63930382
1092848149,832436580
1092848149,8.95E+17
10929352,16330790
10929352,17470695
10929352,315779591
10929352,3304041230
10929352,343958195
10929352,351120282
10929352,36396846
10929352,7.02E+17
10929352,9.79E+17
1093174824,278916110
1093174824,3092509666
1093174824,442593662
1093174824,454344997
1.09E+18,102071743
1.09E+18,23228918
1.09E+18,236511574
1.09E+18,2961639518
1.09E+18,76456274
1.09E+18,8.60E+17
1.09E+18,860715570
10943662,1.03E+18
10943662,1668178345
10943662,17890544
10943662,2685921571
10943662,28100678
10943662,360151488
10943662,46957051
10943662,8737662
109456108,1.16E+18
109456108,1.28E+18
109456108,1871673438
109456108,28112362
109456108,3219928396
109456108,40296465
109456108,468665640
109490011,1081095444
109490011,18918483
109490011,21236215
109490011,2420892625
109490011,46795961
109490011,4923844491
109490011,512418287
109490011,524643600
1.10E+18,1.11E+18
1.10E+18,111701361
1.10E+18,429329325
109579534,111400999
109579534,1.21E+18
109579534,121574367
109579534,18005085
109579534,334715818
109579534,48459553
109579534,58579942
109579534,90480218
1.10E+18,102157523
1.10E+18,1.07E+18
1.10E+18,20344328
1.10E+18,48406195
1.10E+18,725866657
1.10E+18,9.40E+17
1.10E+18,1.10E+18
1.10E+18,1.25E+18
1.10E+18,1.27E+18
1.10E+18,127548888
1.10E+18,1418205228
1.10E+18,15590584
1.10E+18,581121677
1.10E+18,9.72E+17
1.10E+18,140184882
1.10E+18,1607734808
1.10E+18,3382332087
1.10E+18,37314297
1.10E+18,3762778649
1.10E+18,7.04E+17
1.10E+18,8.83E+17
1099347847,1060995318
1099347847,17448662
1099347847,19367849
1099347847,2177566511
1099347847,22662550
1099347847,304646849
1099347847,3059028788
1099347847,473906942
1099347847,562833413
1099347847,91368152
109968678,16246929
109968678,16261707
109968678,192784466
109968678,23409407
109968678,253705579
109968678,4180280415
109968678,7380362
110006087,201131595
110006087,32150198
110006087,331962814
110006087,3427398129
110006087,36651066
110006087,37610602
110006087,435983610
110006087,52001582
1.10E+18,1.05E+18
1.10E+18,1.19E+18
1.10E+18,1.28E+18
1.10E+18,2407993940
1.10E+18,32792712
1.10E+18,1.14E+18
1.10E+18,17781739
1.10E+18,280774646
1.10E+18,9.77E+17
1.10E+18,113379481
1.10E+18,113434635
1.10E+18,145275409
1.10E+18,234608321
1.10E+18,36973175
1.10E+18,4559675020
1.10E+18,53520048
1.10E+18,667563
1.10E+18,7.23E+17
1102924608,1.08E+18
1102924608,1.09E+18
1102924608,174754159
1102924608,243731054
1102924608,45550693
1102924608,47848186
1102924608,88263959
1102924608,8999792
1.10E+18,1.03E+18
1.10E+18,1.22E+18
1.10E+18,3315182226
1.10E+18,734192215
1.10E+18,8.14E+17
1.10E+18,95721490
1.10E+18,9.80E+17
1104572204,15357578
1104572204,339241519
1104572204,63723956
1.10E+18,1.15E+18
1.10E+18,2396910715
1.10E+18,2725669979
1.10E+18,2917736960
1.10E+18,3695759352
1.10E+18,479724576
1.10E+18,8.63E+17
1.11E+18,1.01E+18
1.11E+18,103057111
1.11E+18,1.19E+18
1.11E+18,17889713
1.11E+18,2179233702
1.11E+18,2432583894
1.11E+18,29903031
1.11E+18,8.39E+17
1106501,121489431
1106501,15220768
1106501,158426909
1106501,20094409
1106501,218975278
1106501,34643610
1106501,454071012
1106501,96675300
1106501,97474887
1.11E+18,1.20E+18
1.11E+18,1.24E+18
1.11E+18,1.24E+18
1.11E+18,3930472251
1.11E+18,1.14E+18
1.11E+18,1.27E+18
1.11E+18,2482518368
1.11E+18,319272601
1.11E+18,4759594642
1.11E+18,9.77E+17
1107773065,1.34E+18
1107773065,174174847
1107773065,2355219416
1107773065,447334179
1107773065,636089833
1107773065,7.10E+17
1107773065,757319280
1107773065,80254227
110827653,106808348
110827653,185314895
110827653,20641995
110827653,29840295
110827653,68904673
1.11E+18,1.21E+18
1.11E+18,3292597556
1.11E+18,9.39E+17
110899711,102179167
110899711,108338444
110899711,1200043633
110899711,17721573
110899711,18268819
110899711,18973663
110899711,20873135
110899711,9.18E+17
1.11E+18,1.00E+18
1.11E+18,15801906
1.11E+18,2323448533
1.11E+18,3103505578
1.11E+18,8.79E+17
1.11E+18,1.14E+18
1.11E+18,1.18E+18
1.11E+18,181615746
1.11E+18,3020266483
1.11E+18,8.40E+17
1.11E+18,8.63E+17
1112248496,16688247
1112248496,4860882564
1112248496,7.74E+17
1112436504,253183065
1112436504,51504696
1112436504,52820233
1.11E+18,1.10E+18
1.11E+18,111701361
1.11E+18,12304192
1.11E+18,12561082
1.11E+18,187898038
1.11E+18,28796289
1.11E+18,366309158
1.11E+18,1.16E+18
1.11E+18,1.17E+18
1.11E+18,1.23E+18
1.11E+18,1.25E+18
1.11E+18,2595812168
1.11E+18,400181671
1.11E+18,515637244
1.11E+18,8.06E+17
1.11E+18,8.09E+17
1.11E+18,8.78E+17
111400999,1.21E+18
111400999,18005085
111400999,22677397
111400999,2417586104
111400999,27311044
111400999,48459553
111400999,7.79E+17
111400999,90480218
1115569892,104691452
1115569892,115105973
1115569892,15791186
1115569892,16247383
1115569892,17094323
1115569892,17756893
1115569892,27583598
1115569892,554468819
1115569892,8940342
1.12E+18,1.02E+18
1.12E+18,1.31E+18
1.12E+18,627827539
1116896420,119879630
1116896420,1.27E+18
1116896420,166964757
1116896420,243177947
1116896420,3001453293
1116896420,504370522
111701361,1.11E+18
111701361,268476335
111701361,28796289
111733115,1.12E+18
111733115,14477392
111733115,32441880
111733115,52820233
1.12E+18,221952464
1.12E+18,249723019
1.12E+18,3427398129
1.12E+18,40367042
1.12E+18,111733115
1.12E+18,32441880
1.12E+18,351771979
1.12E+18,366855561
1.12E+18,7.61E+17
1.12E+18,92072708
112047591,19367849
112047591,22662550
112047591,304646849
112047591,70279712
1.12E+18,19084896
1.12E+18,23281108
1.12E+18,2800581040
1.12E+18,459872442
1.12E+18,471677441
1.12E+18,7.86E+17
112359744,15245653
112359744,16005250
112359744,1859566374
112359744,371794405
112359744,418780384
112359744,739602678
112359744,956163518
1.12E+18,1.17E+18
1.12E+18,1.21E+18
1.12E+18,1.26E+18
1.12E+18,1.30E+18
1.12E+18,475201771
1.12E+18,479985705
1.12E+18,73429838
1.12E+18,78394114
1.12E+18,11268812
1.12E+18,14285735
1.12E+18,16701619
1.12E+18,20877217
1.12E+18,2202066412
1.12E+18,31812497
1.12E+18,49579575
1.12E+18,53016156
1.12E+18,58302607
1.12E+18,68170388
1.12E+18,177993199
1.12E+18,20309837
1.12E+18,30071952
1.12E+18,371017223
1.12E+18,446461168
1.12E+18,930501235
1.12E+18,9.56E+17
1.12E+18,1.01E+18
1.12E+18,1.16E+18
1.12E+18,1.35E+18
1.12E+18,18382184
1.12E+18,3103505578
1.12E+18,37190669
1.12E+18,4327127414
1.12E+18,7.14E+17
1.12E+18,7.68E+17
1.12E+18,7.99E+17
11268812,16701619
11268812,17177278
11268812,3068271
11268812,49579575
11268812,53016156
11268812,53381821
11268812,68170388
112719788,18261728
112719788,30346936
112719788,3830061
112719788,468665640
112790508,1.22E+18
112790508,312428373
112790508,442247542
112790508,589431637
112790508,7.66E+17
112899475,15676944
112899475,1618380482
112899475,17025489
112899475,18791654
112899475,280664117
112899475,39324127
112899475,438529528
112899475,737131740
112899475,8.44E+17
112899475,9.19E+17
1129574192,1055578346
1129574192,1267899236
1129574192,188006067
1129574192,18903971
1129574192,2303374783
1129574192,27877874
1129574192,482523780
1.13E+18,1.08E+18
1.13E+18,1.37E+18
1.13E+18,24252468
1.13E+18,552151606
1.13E+18,7.23E+17
1.13E+18,1.00E+18
1.13E+18,1.08E+18
1.13E+18,1.24E+18
1.13E+18,1.26E+18
1.13E+18,1.41E+18
1.13E+18,1424033022
1.13E+18,1.46E+18
1.13E+18,1.05E+18
1.13E+18,171536226
1.13E+18,3009403182
1.13E+18,46336817
1.13E+18,469503746
1.13E+18,67612556
1.13E+18,77456101
1.13E+18,90804011
1131092102,1405886484
1131092102,1425265488
1131092102,17752770
1131092102,626287930
1.13E+18,1329705235
1.13E+18,1700124614
1.13E+18,254226378
1.13E+18,34287922
1.13E+18,516487534
1.13E+18,558323313
1.13E+18,582377327
1.13E+18,84609310
1.13E+18,8.97E+17
113197465,1267899236
113197465,14262952
113197465,1566811826
113197465,355371645
113197465,7.27E+17
113197465,7.34E+17
1134116220,1.16E+18
1134116220,1.39E+18
1134116220,1477971038
1134116220,181615746
1134116220,2405548809
1134116220,24874881
1134116220,25863148
1134116220,29452897
1134116220,7.37E+17
1134116220,98802509
1.13E+18,1.15E+18
1.13E+18,1.15E+18
1.13E+18,1.25E+18
1.13E+18,1.26E+18
1.13E+18,36196568
11347122,102179167
11347122,1.35E+18
11347122,17070113
11347122,18120497
11347122,27532984
11347122,327684727
11347122,38349184
11347122,82489457
1.14E+18,25209196
1.14E+18,73767560
1.14E+18,80826947
1.14E+18,981293396
1.14E+18,1.06E+18
1.14E+18,1683515731
1.14E+18,3219928396
1.14E+18,329115426
1.14E+18,338779219
1.14E+18,7.01E+17
1.14E+18,7868832
1.14E+18,8.21E+17
1137425888,193591932
1137425888,76762241
113819586,18997933
113819586,206506117
113819586,9942272
1.14E+18,1.24E+18
1.14E+18,14247236
1.14E+18,7.68E+17
113986711,312757601
113986711,333464599
113986711,55031092
113986711,7.20E+17
1.14E+18,1.11E+18
1.14E+18,1.18E+18
1143673459,103930011
1143673459,19932770
11447852,193477066
11447852,22304657
1.15E+18,1.23E+18
1.15E+18,1.25E+18
1.15E+18,1.41E+18
114776155,137865227
114776155,17453527
114776155,17769258
114776155,2564263380
114776155,366830788
